

Reminder to chng atm pin	chng atm pin
Hi ... Thanks for the reminder..	Not Found
Remind me to take Money From Nana	take Money From Nana
Pls set a alarm for daily monday to friday 11.30 am	Not Found
Do you only call or sms also you do or email ?	do or email
Hii let me remind to go to shiva house at 8 pm today	go to shiva house
Call pappu in 5 min	Call pappu
Where is the 2pm reminder ?	Where
Remind every year	Not Found
I got into schedule	Not Found
Tomorrow	Not Found
I might need two alarms	Not Found
Pls. Remind me tomorrow I will go to d p s school on 11.03 am	go to d p s school
Remind me for doctor appointment at 8 December 6.45 PM	doctor appointment
And keep calling me unitill i pick up	keep calling me unitill i pick up
Remind me to meet SantBetra Ashok in Ghaziabad on 5 November 9 Am	meet SantBetra Ashok
Can u send me all the list of the reminders	Not Found
Remind me on sunday 8 pm to watch movie . Jungle book	watch movie . Jungle book
Need another reminder	another reminder
Can you remind me for my today's movie at 11.15?	my today's movie
Please set at	Not Found
Remind me to study at 11:30 AM on 12 November 2016	study
I have set an alarm everyday	Not Found
Set a reminder at 9 pm today	Not Found
Hi Sayali, can you change these reminders to every 3 hours everyday.. I think now it is set to every 2 hours	set to every 2 hours
What else you can remind me	Not Found
Yes.....can you just remind at 7 pm about my tution	my tution
But dear you should have call me on 6 AM	call me
Remind me in at 9 o clock today	Remind me in at 9 o clock
Remind me to get Aadhaar card around 9pm tonight	get Aadhaar card around 9pm
Shraddha I would like to make some corrections to my remainder I would like to have it at 7 pm today instead of 8pm	make some corrections and have it
Dp remind me at 8	Not Found
Please remind me to book a ticket tomorrow at 11:00 am	book a ticket
Remind me to gargle every 2 hours today	gargle
Remind me for gym at 5.30 pm today	Remind me for gym
Can I get a reminder to take a Xerox of my documents tomorrow at 12pm afternoon	take a Xerox of my documents
The alarm has alreday been set...hope u can see that...	hope u can see that...
I need to fix the remainder to access the haptick team	access the haptick team
Reminde only by text	Not Found
Remind me to fill the time tracker at 8 today	fill the time tracker
Remind me by every 2hr	Not Found
Good Mrng tell me one thing.... Am I supposed to activate or open hapstick once and only then do I start getting reminders??!!	Good Mrng tell me one thing and activate or open hapstick
Please remind me to tell about hashim to My wife	tell about hashim to My wife
Remind me to sign the form from Attige at 8pm today	sign the form from Attige
Can u call me at 8:35 again	call me
I will.. And thanks for reminders to put reminders..	put reminders
Hi I'd asked for the reminder to discontinue	discontinue
Pls Can u remind After 2 hrs for Eyes Drop	hrs for Eyes Drop
Can you pls check do I have any recurring meetings scheduled on every month's first sunday?	any recurring meetings scheduled
u have set reminder every morning 7.55am except saturday sunday.	Not Found
:) Can you remind me to boil my eggs at 5pm?	boil my eggs
How will the remainder be	How
Hi, good morning. Will tell you in a while.	Will tell you in a while
Remind me for booking pass at 3pm bhandup west	booking pass and bhandup west
Yusuf a slight change in my last reminder	Yusuf a slight change
If i activate DND then what about the services I might have registered for will they be blocked as well?	If i activate DND then what about the services I might have registered for will they be blocked
Have you remember I have added a reminder	Not Found
I want to set up a reminder	Not Found
Remind me now after 5mins on 8861530994	Not Found
Thank you for your reminders.	Thank you for your reminders
Remind me every 1 hour from 10:00 am to 6:00 pm	Not Found
Daily vll u remind	Not Found
Is this automated reminders or manual?	this automated reminders or manual
Thank you for the reminders!	Thank you for the reminders
Where is my others reminder ??	Not Found
So 3 reminders total?	Not Found
Remind me to mail team at 11 pm today	mail team
so how you will remind me	Not Found
Hey, I got my Journey at 7 pm can u remind me at 3 pm to re check my Reservation status for tmrw	I got my Journey and re check my Reservation status
Remind me to go for result	go for result
Please call me on 1 June 2017 at 7 pm and continue to call every alternate days till 30 September 2017	call
Remind me of : Bra CBSE school form Cheque book Old currency	Bra CBSE school form Cheque book Old currency
Need a reminder at 11am tomorrow related to stock trading	Need a reminder and related to stock trading
Remind me to search for the mobile at noon tomorrow	search for the mobile
Set a to do reminder	Not Found
Reminder for bank deposit	bank deposit
Meeting Reminder Date: November 8, 2016 Time: 6 23 PM Meeting with: Rumao felix Venue: Vijay sales	Vijay sales
Please remind me for lunch at 12:30 pm today	lunch
Remind again at 1.30pm	Not Found
Call me at 9 am 11th november	Call me
Can you pls remind me every Friday for filling Timesheet	filling Timesheet
Can you set reminder between 12pm-11pm	Not Found
call me as many times	Not Found
Call back preeti at 3 pm, for confirmation of the meeting	Call back preeti and confirmation of the meeting
Hey can i get a homework reminder	Not Found
Remind me to do core strengthening exercises at 5:30	do core strengthening exercises
Can you tell me why do I have reminder on SATURDAY ?	Not Found
And please remind me to go to computer shop at 11.10 am today	go to computer shop
Remind me tmw to meet HR	meet HR
Remind me to visit the doctor tomorrow at 5 pm	visit the doctor
Please remind me by 4	Not Found
This reminder for dr. Appointment	dr. Appointment
Can you remind me again on Monday?	Not Found
100rupee I hv given to Cook exta..reminder me on 30 Dec 2016	Cook exta
6 AM	Not Found
Are u remind me 8 am to 8 pm	Not Found
wasim there was a reminder set for tomorrow	Not Found
Please send info about taking care of golden retrievers Age: 2-3 years 2 brothers	taking care of golden retrievers Age: 2-3 years 2 brothers
Remind me for namaz at 1pm every friday	namaz
Remind to meet Sahil and tammanna at 11 am & 9 am on Tuesday	meet Sahil and tammanna at 11 am &
Want to import birthdays from Google?	import birthdays from Google
I already did set a reminder n it got disabled.. Y??	got disabled.. Y??
Remind me to train ticket for ernakukulam for bijoy at 10.30 am	train ticket for ernakukulam for bijoy
Can u set a reminder 4 me	Not Found
Can you remind me to book tickets?	book tickets
Please send me details about this application GEOSENZ	send me details about this application GEOSENZ
Tomorrow remind me for change of oil of bike on 8.15 am	change of oil of bike
I want you to remind me meet Sunil at 4pm today	meet Sunil
Pooja..please make a single alarm at 9..rest mobile alarm will do..	Pooja..please make a single alarm and rest mobile alarm
Can you keep reminder for me	Not Found
Remind me to pray Lord Shiv	pray Lord Shiv
Please change my reminder settings to once every 2 hours	Not Found
Reminder to send Anagha Kulkarni premium certificate mail	send Anagha Kulkarni premium certificate mail
Go to office. Remind everyday at 8:50.	Go to office
Set a reminder to wish my friend Kartik a happy birthday at 12 midnight today	wish my friend Kartik a happy birthday
How u will remind	Not Found
Next wed	Not Found
Can I send meeting reminder to other person also?	meeting
Can u set remainder at 6.15 for a meeting today	6.15 for a meeting
Hey prince,thanks for reminding me for so much days. I m habitual of this now. Thanks for ur service	ur service
Pls. Discontinue all reminders and alarms.	Discontinue all reminders and alarms
Please continue reminders till 12 am	Not Found
29 November 2016 remind me about bike service due at 8am	bike service
Set the reminder	Not Found
Remind me the above task at 2pm	Not Found
Set a to do list	Not Found
Wanna meet Kishore Sir today. Remind me please	meet Kishore Sir
Hey Remaind me tht I have to give info abt smart city	give info abt smart city
Hey ... Repeat this reminder on each Wednesday	Not Found
Yes please i want to get it done. I have done it several times and still keep getting unwanted calls and messages. It would be great if u can help me with this.	get it done and done it several times and still keep getting unwanted calls and great if u can help me with this
Remind me at 8 30 pm today for watching chandra nandini	watching chandra nandini
Ya will remaind me on January 1 on my flight on January 2	my flight
Can you remind me beyond 8 pm	Not Found
12 Jan 2017	Not Found
Please remind me to take my wife to gynecologist tomorrow morning.	take my wife to gynecologist
Remind me to use my Airtel SIM tomorrow morning	use my Airtel SIM
Remind me for every one hour instead of half an hour	Not Found
remind me tomorrow	Not Found
Can u Remind me on coming monday night 11 for closing ISM INCIDENT	coming and closing ISM INCIDENT
It doesn't help me to remind	It doesn't help me
Remind me to pack up my things at 5pm today	pack up my things
Can we shift it to one hour reminder?	Not Found
Mata ji puja tomorrow plz remind me	Mata ji puja
Set reminder to carry office clothes	carry office clothes
Reminder of noble's birthday at 11:55pm for 17 November 2016	noble's birthday
Set reminder for refund	refund
Remind me to ask murtuza about definite integration sums	ask murtuza about definite integration sums
can u please remind me	Not Found
Deepika I want this reminder for every month on 15th and end of month	Not Found
today my buddy's birthday.	Not Found
Bday reminder	Not Found
Can u remind me after 30 mins	Not Found
Remind me to deactivate roamimg pack at 9 pm today	deactivate roamimg pack
Call me on 9711360458	Call me
Remind me to do my laundry and bring groceries at 7.00 pm	do my laundry and bring groceries
Remind me to wish for my friend's birthday on Jan 9th night at 11:50 pm	wish for my friend's birthday on Jan 9th night
Please call me	Not Found
Can u call me	call me
8802086465	Not Found
call on 9638841627	call
Set a wish reminder every year for haneesh	haneesh
When I open the aap then only get the remainder....it's useless	Not Found
What about the new 500 & 2000 currency notes.. When they'll released..	What about the new 500 & 2000 currency notes
Thanks and remind me a few things	remind me a few things
Set a Reminder Date: November 30, 2016 Time: 5 00 PM	Not Found
2 reminder	Not Found
Remind me birthday at 11.55 pm On 1 Jan 2017	birthday
Tomorrow noon 12 o clock I should set up a reminder	12 o clock I should set up a reminder
Remind me at 3pm that I have to buy V, go to boutique and also have to go to parlor	buy V and go to parlor
Actually i have a doubt about currenct exchange of Rs. 1000	i have a doubt about currenct exchange of Rs. 1000
Please change the reminder to every two hours	Not Found
Remind me tomorrow for the following things	for the following things
Can you remind me to find my earphones	find my earphones
Are u gona call me?	gona call me
Please remind me to purchase data cable	purchase data cable
Will you please remind me of my appointment at 01.30 pm today.	my appointment
3 alarms	Not Found
Induction - tuesday 11:00 am meeting - wed 4:00 pm	meeting
Can you also remind me of getting my suit dry cleaned at 10 am?	getting my suit dry cleaned
Haptik should remind through SMS too.	through SMS too
Remind me to download Bollywood Movies at 9:00PM	download Bollywood Movies
8.8.1968	Not Found
Remind me tomorrow morning at 8am for gym ok?	for gym ok
Remind me tomorrow at 12:00pm to prepare a transfer form	prepare a transfer form
Remind me on 15th Dec for leave	leave
REMIND ME TO PAY RENT ON 10/1/17 AT 10 AM	PAY RENT
Thank you.. But I was expecting a call	But I was expecting a call
Remind me to send boAt accessories price list to Aakash tomorrow at 11.30am	send boAt accessories price list to Aakash
9685999989	Not Found
if u dnt mine can u cal me n notify me tat reminder	Not Found
Remind me also to renew railway pass on 26th jan 2017 at 8.30 am	renew railway pass
Remind me to check mail by 8:30 pm today	check mail
November 24th diva and Venkat marriages i should go .. remember me at 7 am and 9 am	diva and Venkat marriages i should
Can i ask u something about ur work	ur work
"Remind me of "" take forms to college for TC"""	take forms to college for TC
Is dis alarm repeats after certain time intervals	dis alarm repeats
Hi Naresh it's nice to see that you people are reminding about it but I want it to be stopped how can I do that ? Could you pls assist me with that	see that you people
Remind me after 3 hours	Not Found
Once u remind plz remind again after 15mins	Not Found
Is it necessary to keep my mobile data on for receiving your call?	necessary to keep my mobile data and receiving your call
Ya, pls remain me on Monday 11.30am about a client meeting.	a client meeting
Did u call me also..	Not Found
Anniversary	Not Found
Can you check my number having one remainder at 5 pm	check my number having one remainder
Remind me to take the notes of Planning tomorrow at 5:15 pm	take the notes of Planning
Is internet is required for receiving reminder?	internet and required for receiving reminder
Remind me to Access my tablet from store at 11:00 AM of 19/11/2016	Access my tablet
Remind me tomorrow at 12pm regarding standee mold	Not Found
Kindly remind me of booking the ticket for tomorrow	booking the ticket
Please remind me for court date ..on 12th January 2017	court date
Please give me a call at 7 in the morning	give me a call
can you read the name of the person calling me ?	calling me
I want some information about temple .can u help me	help me
will you please call to 917017180732	Not Found
I needn't be reminded anymore. Thanks for your help.	your help
Hey set a reminder	Not Found
Yes set reminder every single minute of today	Not Found
I already set reminder 2 timet	Not Found
A slight mistake..meeting alarm please change to 10.30	meeting and 10.30
Remind me to take air 1982 sc 785 tomorrow	take air 1982 sc 785
Reminder For studies	studies
Kindly remind me tomorrow 9:40 am to file the return	file the return
Set a general reminder for today at 11:16 pm	Not Found
Reminder 2 or 3 time	Not Found
Remind me to buy shoes and eggs at 12:16 pm today	buy shoes and eggs
Reminder for 6:30 pm today	Not Found
Remind after 40 mins from now	Not Found
Remind me to buy eggs every monday, Tuesday and Friday at 8 pm	buy eggs
Hi , pls remind me to carry my voter id card?	carry my voter id card
I already set	Not Found
Remind to collect shoes at 2.30 pm	collect shoes
Remind me to make cheque tomm and get photocopies of marksheets	make cheque tomm and get photocopies of marksheets
Remind me talking to Dr. Hemant Kalyan at 2:30pm today	talking to Dr. Hemant Kalyan
Remind me to soak dates in milk daily at 5 pm	soak dates in milk
Tnq u so much for your reminder	Not Found
The task-airtel sim swap was timed at 5:34pm instead of that you called me in 5:34am!!!	The task-airtel sim swap
Just remind about a form that I have to fill before 20th of this month	fill
Hey please shut all the reminders	shut all the reminders
Remind to brkfst	brkfst
Hey remind me to study at 8 pm	study
Can u remind me today at 3 pm	Not Found
so can reminder be cancelled which i set day before yesterday ??	cancelled which i set day
Later. Thanks	Not Found
how can I set another reminder	Not Found
Plz remind me about Venkat chahuhan	Venkat chahuhan
Set me a reminder at 7:30 a.m.	Not Found
You may please deactivate this reminder	Not Found
Hey Manoj, this is your reminder from Haptik to meet Priya. Have a great day! {card}{http://haptikappimg.s3.amazonaws.com/content/8b8cd297bc8bc690780e03a320c38ff59c0e95ce1de2774e534bf56e8dc50be0.jpeg?w=720&h=720}	meet Priya. Have a great day! {card}{http://haptikappimg.s3.amazonaws.com/content/8b8cd297bc8bc690780e03a320c38ff59c0e95ce1de2774e534bf56e8dc50be0.jpeg
Remind me 12: 50 nw	Not Found
Remind ne to go to gym today at 12:17	go to gym
I think there's problem in scheduler, I'm getting reminders every half an hour....	I think there's problem and getting reminders
Remind me to go look at the milk for the curd in half an hour	go look at the milk for the curd
I would like to set reminder	Not Found
Remind me at 9:00 am on 10th nov	Not Found
Meeting Reminder Date: November 10, 2016 Time: 1 30 PM Meeting with: Manager Venue: Office	Not Found
Tq	Not Found
Remind me to NEFT today SBI cards today 07:50am	NEFT today SBI cards
Thnx for remembering	Not Found
Ok I need voice reminder only	Not Found
Hi. Remind me tomorrow at 11am to go to Kunal's mom's funeral at 12 noon	go to Kunal's mom's funeral
I want to set an alarm	Not Found
remind me hv to collect bike sticker from my facilty office today in between 4pm to 5pm	collect bike sticker from my facilty office
Remind me to bring battery shell with in half n hour.	bring battery shell with
10 am reminder sent at 10:55???	sent
Thankyou very much for reminding me	reminding me
Thanks for reminding me shruti	reminding me shruti
Remind me tomorrow again	Not Found
Remind me on 24th Jan 8 pm	Not Found
You said you are gonna call me	call me
I want this to be scheduled everyday	Not Found
Can you set an alaram bae	Not Found
Hi pranay....thank you so much for helping and reminding.	Hi pranay....thank you so much for helping and reminding
Remind me tomorrow morning 9:30 am to pay lic premium and ppf	pay lic premium and ppf
Schedule the above meeting at 5.30	meeting
Remind me to take keys from harsh at 1pm	take keys from harsh
Can I set a reminder for everyday	Not Found
Yes samiksha. Thank you	Not Found
Remind me about the train monthly pass tomorrow about the same time.	the train monthly pass and the same time
I want to place an reminder for watching movie	watching movie
Thanks for reminding me??	reminding me
Pleaa e set up one for 6 .15 too	Not Found
Reminder of doctor	doctor
Need the reminder daily	Not Found
You tell me what should I do now again the to do list is coming when I am talking about something else. It's just diverting the topic	You tell me what should I do now again the to do list and coming and something else
Remind me to pay rent on 1st jan	pay rent
Please remind me of contacting NAG	contacting NAG
Do I need to be connected to Internet to get the reminder.	Not Found
I want to know about haptik services charges	about haptik services charges
Remind me to write a cheque today at 10:34 pm	write a cheque
Ya u can	Not Found
16 January 12 o colok	Not Found
Topya collect at 10.30 pm today reminder	Topya collect
How you remind me?	Not Found
I want to know about microwave oven	know about microwave oven
Make a reminder of 3:00pm for today	Not Found
I called thank you	Not Found
Set an alarms for 9 am also	Not Found
Hey	Not Found
Remind me every two hours	Not Found
Remind me to finish my exam by tonight	finish my exam
Remind me to bring sm personal stuff	bring sm personal stuff
reminder to wakeup	wakeup
Hey,could you please set the alarm for 3 instead of 2	Not Found
Pls remind me to buy glue stick at 5pm today	buy glue stick
remind me everyday	Not Found
Hey Shruti ...Remind me to ask my mom for green set tomorrow @10am	ask my mom for green set
Hey shraddha can you set a reminder at 6:00 PM 29dec for me? ??	Not Found
About the appointment	the appointment
To do	Not Found
today at 10 am remind me to mr.button	Not Found
Plz help me i dnt know....any things	i dnt know....any things
remind me at 3	Not Found
Tell me my reminders	my reminders
Hey pls set the alarm to 4 30 am	Not Found
Zahra, do i have to make this reminder for each day?	Not Found
"Just remind me on this Saturday, at exactly 10 pm with a keywords ""Maslow's life map"""	Maslow's life map
Remind me after 15 minutes	Not Found
Remind me to get ready for airport	get ready for airport
Can you please remind me to take eggs in the evening at 7:30	take eggs
Reminder at 4	Not Found
Another daily reminder pls	Another
Reminds me	Not Found
Remind me to forward resume at 10:30 am today	forward resume
I just feel so sleepy.. thanks for reminding. :)	reminding. :)
I need to set 2 wakeup reminders	wakeup reminders
I want a reminder	Not Found
Remind me to alert for writing paper of blind person. At morning 8:30AM	alert for writing paper of blind person
Remind me to collect thermometer	collect thermometer
Remind me to wish Utkarsh Pandey happy birthday on 2nd August at 1 pm	wish Utkarsh Pandey happy birthday
Tanx fr remainding	Not Found
list of reminders	Not Found
Remind me to get the transcripts for USC at 9 am on 9th December	get the transcripts for USC
Make a reminder for me ever month 21st date Timings : 2pm	Not Found
Sorry schedule at today	Not Found
By what means ? Calling or something else	means and Calling or something else
Can you also remind me to pay all the monthly bills at 10 30 this morning	pay all the monthly bills
Meeting Tom at 11 am at vikrant studios	Meeting Tom and vikrant studios
Can you set up this alarm in 4 times?	Not Found
Remind me to on my washing machine after 45 mins	on my washing machine
Naahb thnx	Not Found
Remind me to buy umbrella	buy umbrella
But kindly remind me at 9:30	Not Found
Cancelll that reminder	Not Found
2 remainders plzz 1 at 6 and another at 6.30 am	another
Remind me to take print outs at 620 pm today (November 26)	take print outs and (November 26)
Please remind me about my exam on 19.12.2016	my exam
Hi ! Remind me everyday to mark the attendance at 10am and at 12pm	mark the attendance
Can you now list all the reminders for me for tomorrow	the reminders for me
Check tasks. Remind me at 11 am today	Check tasks
Hi please remind me to arrange for tomorrow at 12.15 noon today	arrange
Pls give me a ring, instead of message	Not Found
Please change this Friday morning alarm to 2 pm in afternoon	Not Found
Make the reminder to one hr	Not Found
Just message is enough for remainder	enough for remainder
Hi remind me about making thank you cards at 3.00pm	making thank you cards
OK	Not Found
Can you set this reminder everyday	Not Found
Hi, I need your help with a list I intend to complete your	complete your
Can u erase all my reminders?	erase all my reminders
Can you set alarm for me	Not Found
Remind me to post letter to sbi at 6:35pm today	post letter to sbi
Remind me about sending an offer to UNN sugar	sending and sugar
Can you remind me on 29th night	Not Found
can yu make one more reminder plz?	Not Found
I wished my dad manaal...thanks for reminding?	Not Found
Gayathri 3/1/17 5.08	Not Found
Remind me to wish Sumit on 27th Jan at 11 am	wish Sumit on 27th Jan
Yes thanks	Not Found
Hey team haptik.. Want to schedule a reminder every Wednesday's and Monday's at 11:00 am for follow up mail	follow up mail
Set rememinder on 22nd November morning around 9 am	Not Found
I wish to unsubscribe from the reminders	unsubscribe from the reminders
Remind me to eat Nutella and roti at 3:11 yoday	eat Nutella and roti
General reminder	Not Found
Remind me to check results of LIC housing finance on 16th Jan	check results of LIC housing finance
Remind me to study at 12.10pm today	study
Hi thank you for call	call
Please remind me on Saturday 10th to meet the auditor	meet the auditor
Reminder for friend birthday celebration	friend birthday celebration
Then you remainder me 2pm to tell to go lunch	go lunch
I want to set a reminder for Monday to Friday every week at 10:55 am	Not Found
Missed 1, thanks for reminding	thanks for reminding
8.3	Not Found
To you know some game hacking applications? Without root	you know some game hacking applications? Without root
Remind me to Study Data Structures. Completing Computer Networks Nd Questions on 10th nov 7th o.m	Study Data Structures. Completing Computer Networks Nd Questions
Remind for meditation	meditation
By a call please	Not Found
Daily you can remind to this time	Not Found
Dnt remind me every hour	Not Found
Please remind me to get my laundry at 7pm today (November 25)	get my laundry
2nd jan remind me wish dad b day 8am	wish dad b day 8am
Remind me to play football	play football
Still I'm getting phone calls from HAPTIK	getting phone calls
Remind to check on my car battery tomorrow at 11 am	check on my car battery
Can you wish birthday for me?	Not Found
Set daily reminder except Sunday till 6 Jan 17 at 2:30 pm for class	class
Can u remind me this after 15 mins	Not Found
Remind me to buy eggs on next Monday and Tuesday at 8 pm	buy eggs
Should I need to turn on my wifi....for reminder	turn on my wifi....for reminder
i need a wakeup alarm	wakeup alarm
Remind mee	Not Found
Meeting Reminder Date: November 15, 2016 Time: 3 55 PM Meeting with: Madhavi Venue: Matterhorn	Matterhorn
Can just send me a normal reminder	Not Found
Pl call me a day in advance	Pl call me a day
Hey can u remind via text message?	via text message
Please set a reminder of a birthday on 27 January of my sister Priyanshi(Babua Chacha's daughter)	a birthday and sister Priyanshi(Babua Chacha's daughter)
Remind me about Stand Up at 4.54 pm from Monday to Saturday.	Stand Up
Remind me to unlock magical chest at 3pm tomorrow	unlock magical chest
can u pls set a reminder	Not Found
I did it perfectly Thanks for the remainders Shruthi	the remainders Shruthi
Remind me to send bank account details to hyd Tenant today	send bank account details to hyd Tenant
Remind me to go collect my marksheet from college	go collect my marksheet
Remind me on 31st night 11:58 pm To see my mardhal pic and to think about my god (narsimha swamy) namam	see my mardhal pic and think about my god (narsimha swamy) namam
Remind me to read a book - cs6 Dreamweaver at 2 pm tomorrow	read a book - cs6 Dreamweaver
Also remind me on Monday 13th Feb the same Tnx	Feb the same Tnx
Can u remind me at 11:45 pm today	Not Found
Kis kam ka hai reminder	Not Found
Can u add this reminder for every 14th day of month?	Not Found
Thanx for reminder Haptik.	Not Found
Reminder of what	Not Found
Tell me something about yourself	something about yourself
Can you set this reminder for every day	Not Found
Schedule meeting on Wednesday at 9.00 morning for Environmental change and sustainable development	meeting and Environmental change and sustainable development
will this reminder work offline...?	work offline...?
i din receive the reminder	Not Found
Remind me to get tripod from Siva Saran tomorrow by 12.40 PM	get tripod from Siva Saran
How wil u Remind	Not Found
Can you set a office leaving reminder for me	Not Found
Call sajal . Afternoon.	Call sajal
I will wish my frnd on 5 30 plz remind me	wish my frnd
Remind me to have a photograph tommorow at 11 pm	have a photograph
Dude you reminding me at 12:51	Not Found
8:00 am	Not Found
Please remind me in 2 hrs	Not Found
please remind me to speak with advaita tonight	speak with advaita
kindly remind me of one mor brthday	Not Found
Remind me tomorrow to get my laptop repaired at 6: 00 pm	get my laptop repaired
hi sachin do u remember	Not Found
Gym Reminder	Not Found
Can you change the reminder to every 2 hours please	Not Found
Please remind me to take cash before I leave for office	take cash
Remind me too do honework :3	do honework :3
Whatkind of reminder services do u provide	services do u provide
Can u remind me at 8:00 am in the morning to finish my notes of CT	finish my notes of CT
Is it possible to put in a reminder for every 15 days pls?	possible to put
Need to ask Nandini to organise a cotton pillow. Please remind me at 945am on 24 December. Thanks.	ask Nandini to organise a cotton pillow
Wish Birthday Name: Subha Date: December 22, 2017 Time: 1 50 pm	Not Found
And also can u remind me to buy sweet tomorrow for courier to send someone	buy sweet and send someone
Tomorrow remind to hand over a cheque to Prashant Nahar!	hand over a cheque to Prashant Nahar!
But you were 3 hours late reminding me.	late reminding me
Remind me tomorrow at 4pm to meet Raj Nayak.	meet Raj Nayak
Hey I want to set my own time table pls help me	Not Found
Pls remove the alert	Not Found
Meeting Reminder Date: November 29, 2016 Time: 10 30 am	Not Found
Can U remind any object snooze	any object snooze
Create a reminder	Not Found
Remind me to switch on the machine in 10mins	switch on the machine
Call dr chaurey at 6pm today	Call dr chaurey
Remind me on something else	something else
Also can you remind me in 1 minute for test	test
Can you pls remind me every Friday to fill my Timesheet?	fill my Timesheet
Can you remind me every time there is a Real Madrid match?	there is a Real Madrid match
Remind sujit sir about reading 2 contracts	sujit sir about reading 2 contracts
Set reminder for today 12 pm download song ek ajnabi hasina se advertise	download song ek ajnabi hasina se advertise
And please provide me with a diet schedule in which I can loose 10kgs	Not Found
Can I edit the reminder	Not Found
Remind me at an interval of 4 hrs	interval of 4 hrs
Thnx srijan for ur reminder	Not Found
Reminder 2 soak almonds at 9pm everydy	Not Found
Remind me to go in floor mill in 2 minutes	go in floor mill
remind me to pay vodafone bill	pay vodafone bill
Please remind me about Friday meeting one day before on Thursday. At 6pm	Friday meeting
Remind me to talk to vartik at 8 pm today	talk to vartik
I want some videos about Studies	videos about Studies
hlo	Not Found
Can u just remind me on 9 pm	Not Found
Hello yesterday i gave message to remi d me at 11 a.m. and you remind me at 11.p.m. please be carefull	remi d me
So can u repeat all the alarms I set ?	repeat all the alarms I set
Schedule for next 5 days.	Not Found
Hey can u remind me this task tomorrow at 10 am	Not Found
Remind me from 12pm	Not Found
Please call me at 2 need tp call Honey	tp call Honey
Also remind me to text Hameed at 5 pm today	text Hameed
What about task name or task activity to be reminded?	What about task name and be reminded
Need to bring cheque book tomorrow. Reminder at 10 pm tonight	bring cheque book
I need to be at Kaadhambari by 2 pm today please remind me at 1 pm	be at Kaadhambari
Yep u can, i would like to know if there is an easy way to remember the names of the CMs of all states in India	like to know if there is an easy way and CMs of all states
Can u change my reminder timing to 1 pm plz	Not Found
This is exan time for me, so i want like exam alarm	exan time for me, so i want like exam alarm
To remind me at 11.30 today for bday	remind me at 11.30 today for bday
Remind vishal about bank at 9.00pm	Remind vishal about bank
Please remind me to take the laundry	take the laundry
Nope set it on today	Not Found
Ya remind me for my mother's birthday gift remind me daily till 5 th jan at evening 6 pm	my mother's birthday gift remind
Can you please schedule it for every day?	Not Found
Please cancle all my alarms	cancle all my alarms
Remind me to walk	walk
At 9:00am i want a reminder , plz	Not Found
Hey reminder for a cookery class on wed 1 to 4 remind me at Tuesday evening 9pm and wed morning 10am	a cookery class
Remind me to attend chirags house warming ceremony for Sunday on Saturday night	attend chirags house warming ceremony for Sunday
Will u manage a alarm at 12:32 pm today??	manage a alarm
Pls remind me to take dad's pension file at 9 am tomorrow morning	take dad's pension file
"Topic of reminder is ""question paper for vashu"""	question paper for vashu
For Watelse cn i set d reminders?	Watelse cn i set d reminders
I need a specific subject for the reminder	Not Found
Set a reminder for ne	Not Found
Can you call me now I am stuk in some where..	where
Remind me on January 2017 to start RD Remind on Jan 1st	start RD
Missed ur call	Not Found
Hiring staff reminder at 1 pm today	Hiring staff
But can you call at 91 9016804611 number?	Not Found
Friends are coming remind me at 12.30 pm today	Not Found
Do I hv ny remindrers scheduled?let me know	Not Found
Remind me @3:00pm to go bank	go bank
Remind me from tomorrow onwards	Not Found
Can you remind me 10 o'clock am	Not Found
"Plz remind me as ""NC-OBC """	NC-OBC
Remind me to have my protein at 1230 pm	have my protein
How can i set for payment reminder	Not Found
Remind me to talk to my driver about my license tomorrow at 5 pm	talk to my driver about my license
Ye sure	Not Found
Plz remind me tomorrow 9:00 Am to download video in conflict management	download video in conflict management
Cal me to remind	Not Found
M getting reminder of what every mrng 3:10?	Not Found
Can you remember me to take bath at 10.30	take bath
I need to buy a travel bag pls give a reminder	Not Found
Can you remind me today also just like before. ?	Not Found
Can you call to my	Not Found
I need a reminder everyday at night 11	Not Found
Do you still remind me if I am offline	Not Found
Remind me to sleep at 11 pm	sleep
Please add to purchase duct tape for today's 7.15 pm reminder	purchase duct tape
Remind me to take my passport & tickets on 25th November morning before i travel out	take my passport & tickets and i travel out
Reminder me	Not Found
Remind me tomorrow to complete some documents and to do my official work..	complete some documents and to do my official work
Could you delete my alarm for whole month of Jan	Not Found
Hm	Not Found
Thanks for the call	Not Found
But u should do something like someone talk like on call	do something like someone talk like on call
Reminder to study at 11 am tomorrow	study
The reminder time is 11pm	Not Found
Nothing for now... Let u know later	Nothing
The reminder was for 6 pm	Not Found
Remind me my journey today at 8.15 pm	my journey
Remind to take money from Sarwar on 31st of December	take money from Sarwar
Call me at 6 am today	Call me
Greet day ahead all reminder close please	Not Found
Nothing just thanking you for the reminder	Not Found
Tell heena about vacancy in toi	Tell heena about vacancy
Remind me to send mail to moin at today 9.30pm	send mail to moin
Remind tomorrow of receipts at 2 pm	receipts
Please remind on 5th Jan to install Paytm at 9:10 am	install Paytm
Remind me to fill xat NMAT snap cat	fill xat NMAT snap cat
"Reminder label to be set as "" take practice manual of indirect tax """	take practice manual of indirect tax
Plz send a reminder on 05.12.16@10.15pm to take credit card from Hardik	take credit card from Hardik
Remind to pay esi	pay esi
Remind me book my movie tickets	book my movie tickets
